video_id,video_title,channel,comment_text,comment_author,comment_likes,sentiment,polarity,themes,language_region
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,متى سيتم نشر البيان القادم؟,User78,50,neutral,-0.0311,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,متى سيتم نشر البيان القادم؟,User158,1,neutral,0.026,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أريد أن أعرف المزيد عن الوضع الحالي,User91,0,neutral,-0.0014,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Can someone explain the context?,User99,8,neutral,0.0351,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,يا ليت يضعون ترجمة للإنجليزية,User129,0,neutral,-0.0438,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أحتاج إلى مصادر إضافية لفهم الموقف,User156,30,neutral,-0.0377,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Bu konuşma ne zaman yapıldı?,User106,0,neutral,0.015,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,User93,3,neutral,0.002,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Does anyone have the full transcript?,User50,0,neutral,-0.0218,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Can someone explain the context?,User83,0,neutral,-0.025,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,اللهم انصر اخواننا المستضعفين في فلسطين وفي كل بلاد المسلمين,Fatima_Gaza,0,positive,0.2205,hope,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,May Allah protect him and all the people of Gaza 🤲,User154,2,positive,0.2668,eloquence,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User101,2,neutral,-0.0298,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User157,0,neutral,0.0098,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,الحمد لله على نعمة الإسلام والمقاومة,User13,10,positive,0.2816,admiration,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,This man speaks with such dignity and power. A true leader.,User129,2,positive,0.389,eloquence,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أريد أن أعرف المزيد عن الوضع الحالي,User4,1,neutral,0.0162,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User31,2,neutral,0.0279,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User79,3,neutral,0.0467,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,May Allah protect him and all the people of Gaza 🤲,User101,5,positive,0.4098,hope,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,May Allah protect him and all the people of Gaza 🤲,User20,0,positive,0.2473,eloquence,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أريد أن أعرف المزيد عن الوضع الحالي,User30,2,neutral,0.0063,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,شكرا على المشاركة,User68,1,neutral,-0.0232,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Bu konuşma ne zaman yapıldı?,User161,3,neutral,-0.0192,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أطالب كل من يستطيع ويقدر على التبرع أن يتبرع لهؤلاء الأبطال❤,User73,2,positive,0.3973,eloquence,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,When was this speech recorded?,User34,3,neutral,0.0234,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أريد أن أعرف المزيد عن الوضع الحالي,User143,2,neutral,0.0233,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Bu konuşma ne zaman yapıldı?,User46,15,neutral,-0.0091,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User98,2,neutral,0.0431,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,الحمد لله على نعمة الإسلام والمقاومة,User10,2,positive,0.247,admiration,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Allah'ın izniyle zafer bizimdir! Filistin'e destek Türkiye'den 🇹🇷,User196,3,positive,0.2717,admiration,Turkish
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,ما هو مصدر هذا الفيديو؟,User19,1,neutral,-0.0289,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,النصر بإذن الله - الله يثبتكم ويثبت أهل غزة يا رب,User178,2,positive,0.3203,hope,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,أبو عبيدة رجل شجاع ومتحدث بليغ - الله يحفظه,User98,1,positive,0.3611,admiration,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,هذا الصراع يجب أن ينتهي - الناس يعانون,User121,0,negative,-0.1187,grief,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Allah'ın izniyle zafer bizimdir! Filistin'e destek Türkiye'den 🇹🇷,Layla_Hope,2,positive,0.2424,eloquence,Turkish
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,This man speaks with such dignity and power. A true leader.,User71,2,positive,0.2555,eloquence,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Can someone explain the context?,User90,0,neutral,0.0018,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,شكرا على المشاركة,User33,0,neutral,-0.0006,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,اللهم انصر اخواننا المستضعفين في فلسطين وفي كل بلاد المسلمين,User66,0,positive,0.2604,resistance,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,ما هو مصدر هذا الفيديو؟,User76,0,neutral,0.028,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Bu konuşma ne zaman yapıldı?,User81,0,neutral,-0.0098,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,إذا نطق أرعب، وإذا صمت أربك - فإن عاش فهو سيفًا، وإن قُتل فهو شهيدًا 🇵🇸,User105,3,positive,0.298,admiration,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,متى سيتم نشر البيان القادم؟,User58,2,neutral,0.0324,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,This man speaks with such dignity and power. A true leader.,User50,1,positive,0.3363,solidarity,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,متى سيتم نشر البيان القادم؟,User76,1,neutral,-0.029,neutral,Arabic
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,Can someone explain the context?,User187,5,neutral,-0.0181,neutral,English
64MdV8PJb2k,أبو عبيدة مهدّدًا: نبشّر نتنياهو أنكم ستجثون على ركبكم ولا يزال في جَعبتنا الكثير وغزة مقبرة للعدو,Al Jazeera Mubasher قناة الجزيرة مباشر,الناس الشجعان الذين يعيشون المعاناة، يقاتلون ولكنهم يقاومون بشدة,User123,2,positive,0.2223,leadership,Arabic
