video_id,video_title,channel,comment_text,comment_likes,sentiment,polarity,emotions
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,🇵🇸👍❤️‍🩹,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,🇵🇸🇵🇸🇵🇸🇧🇩🇧🇩🇵🇰,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,اللهم انصر اخواننا في غزة امين امين يارب العالمين,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Translate to hindustan😢😢😢😢😢,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,❤❤❤,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,🇮🇩🤝🇵🇸♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,❤❤❤❤❤❤❤💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪🫵👉🇵🇸❤️🇹🇳🤝🇵🇸,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,مليار تحيت لهذا فلسطيني يارب ساعد غزة😥😥😥😭😭,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,"وليش الغناية شيعيه ؟
لو مو شيعيه كان احلا ❤",1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,भारत माता जयहिंद  ❤❤❤,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Allah 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻 🤲🏻,1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰🫰❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍🇮🇱🇮🇱🇮🇱🇮🇱,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,❤❤❤❤❤❤😂😂🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,👈💚👉,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,I love 🇯🇴🇯🇴💝,0,positive,0.5,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Phalsteen  is best and always best 💯👍 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊,0,positive,1.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,لاإله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير اللهم انصر اخواننا في فلسطين 🇵🇸 امين يارب,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Free Palestine ʕ⁠´⁠•⁠ ⁠ᴥ⁠•̥⁠`⁠ʔ,0,positive,0.4,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😭😭😭😭😭😭🥹🥹🥹🥹🥹,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,في تونس في ملعبات ردس,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢😢❤❤😢😢❤❤😢,1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,😢😢😢😢😢😢😢😢😢😢😢😢😢😢 ot,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Allah hu Akbar,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,الشجاعة ان كانت شخص,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,💕,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,ফিলিসতিন🥺🥺😊,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,India Palestine 🇮🇳🤝🇵🇸,1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,نحن أوزبك وسنة، لكن القادمين من فلسطين يتمنون الصبر، لكن هنا في إنجلترا، في إنجلترا، في أوروبا، الفلسطينيون عالقون في الحرب، ناهيك عن الحرب.,1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,🇹🇳🇵🇸🇵🇸,1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,😢😢😢😢😢😢🎉🎉🎉🎉🎉🎉🎉😢😢😢😢  تحي.فلصن❤❤❤❤❤❤❤,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,0,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,😅,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,❤️❤️❤️,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,This is the palestinian cause,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,"Emoji ᕙ⁠(⁠ ⁠~⁠ ⁠.⁠ ⁠~⁠ ,🇮🇩🇮🇩🇮🇩🇨🇰🇸🇦🇵🇹🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Ya ALLAh hamba kan lah Palestine 🇵🇸🇵🇸🇵🇸❤❤❤❤😊😊,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,Palestine 🇵🇸🇵🇸🇵🇸  💩💩💩💩💩💩💩💩💩💩,0,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,I love you ❤️🎉🎉🎉 felistin,0,positive,0.5,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,❤❤❤❤❤❤,1,neutral,0.0,neutre
6bsNPNECHU8,This Palestinian Supporter REFUSES to Back Down! #viral #youtubeshorts #shorts #shortsfeed,Tech Islamic Spot,❤❤ marshallah 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇰🇵🇰🇵🇰🇵🇰,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,اشترك بالقناة حتي تدعمونا ❤ لايك و تعليق حلو زيكم ❤,525,neutral,0.0,solidarité
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😭😭😭😭😭❤❤❤❤❤,1,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,"❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂 her hair hit her hair, ha, ha ha hit her hair, ha hair, ha ha ha ha ha ha ha ha hair.Who are you going to hurrying yet",0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,❤❤❤❤❤❤❤❤😢😮ه,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😊كجدم❤دجدلمكم😢 بممجمب🎉 ربي يشافيكم كبك,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😭😭😭🥹🥹🥹❤️‍🩹💔💔💔❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥 الله 🇵🇸🇵🇸🇵🇸🇵🇸,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,"❤
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂😂😂😂😂😂😂😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,ىانسا❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,شلون هيك انتم بغزه يعني😂❤،18,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,❤❤❤❤❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂صنلت من ت😂😂😅قخ من لا نثن😂,1,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,بيخة 😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,مشاهده مسلسل حريم السلطان الجزء ءر,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,ذظمؤد و من فضلكم ق,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😢ا لله خلقت رب العالين,3,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😮😮😮😮😮😮😢😢😢,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,🕋الله الله الله الله الله الله الله ❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,للله الله لله لله لله على ❤❤❤❤😊😊😊😊,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,هاي عصا موو,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂❤❤😅😅😊😊🤣🤣🤣🤦🏻🤦🏻🤦🏻😁😁😮😮,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😮😮😮,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,الله أكبر الله أكبر الله أكبر ❤❤❤❤❤❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,خالتي الحربايا,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,الله حالن❤❤❤❤❤😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢❤❤❤❤❤😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,حزد❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,🤣🤣🤣🤣🤣🤣🤣👍,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,هاي اختي من شوف طفل😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂😂😂😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,فتاةل❤❤❤🎉🎉😂😂😢😢😮😮😮,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,❤❤❤❤❤❤❤❤❤🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂😭😭😭😭😭😭😭😭,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,اه وقع,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😢😢😢,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😂😂😂😂😂🎉😂😂😂😂😂😂😂😂❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,لله لله لله ❤❤❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,الله اكبر ❤❤❤❤❤😂😂😂,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,😢😢😢😢😂😂😂😅😅😅❤❤❤,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,يارب العالمين 🤲 انصر شعب فلسطين وغزة و حرير اراضهم,11,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,جوري ❤❤❤❤❤❤🇱🇾🇱🇾🥺🥺🥺🥺🥺🥺🥺🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,👚🩱👚🥿♀️👛🩰🧼♀️🇲🇾🍇,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,🇦🇱❤🚩🇦🇶,0,neutral,0.0,neutre
e_RHZNEtVTE,كلمة لغزة #gaza #اكسبلور #gazagenocide #dance #happy #رقص #bboy #gazaunderattack #تيك_توك,just gaza - جست,فلسطين حره ❤❤❤❤❤❤,1,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,Следующий раз не камня а бомбу бросайте им,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,حسبنا الله ونعم الوكيل اللهم سدد رميهم وأهلك إسرائيل وشتت شملهم وقلوبهم وصفوفهم يارب,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,"السلام عليكم.

ماذا تفيد الحجارة امام هذا العدو الذي يفوقنا عدة وعتادا؟ وتدعمه امريكا واوربا ووو
وفي المثل الذي ذكره الشيخ العلامة محمد ناصر الدين الالباني رحمه الله: (عين ما بتقاوم مخرم).

المسلمون ل",0,negative,-0.75,"espoir, solidarité"
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,"Such level of innocent, peaceloving, pure heartedness is really kind of rare in twenty-first century, but as an Ex-Muslim and an Indian I can guaranty that most Muslims and Hindus are like that.",1,positive,0.3523809523809524,espoir
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,لا سلام مع اسرائيل,1,neutral,0.0,espoir
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,Muy bueno,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,qu’Allah accorde la victoire totale à tout nos frères et sœurs musulmans en Palestine 🤲🏻🤲🏻☝🏼🇵🇸🇵🇸🇵🇸,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,FREE PALESTINE ET qu’Allah ACCORDE LA VICTOIRE TOTALE A TOUT LES MUSULMANS Allahu akbar 🤲🏻☝🏼☝🏼🇵🇸,0,positive,0.4,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,Израиль,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,لايملك غيرا حجارة يقذفها كأبابيل ويرا فلموت بشارا,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,😂😂😂😂😂😂😂😂😂,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,ارجال بترشخ بلحجاره وولاد الحرام خايفين على سياراتهم الفارهه,0,neutral,0.0,neutre
qS2aoQLg7zE,عشرات الشبان يرشقون القوات الإسرائيلية بالحجارة في رام الله,AlHadath الحدث,Aglagdo ghadeikoo,0,neutral,0.0,neutre
